PCB_ID,Lot_ID,Line,Machine,Feeder_ID,Nozzle_ID,Component,Offset_X,Offset_Y,Offset_Angle,Solder_Height,Solder_Volume,Vacuum_Pressure,Placement_Force,Reflow_Peak_Temp,Tact_Time,Grade,Defect_Type,Is_Defective
PCB_032011,LOT_20260333,SMD_Line_A,Mounter_01,FD_06,NZ_12,CHIP_0603,-19.85,4.29,-0.664,144.73,99.06,-68.7,2.64,244.5,3.93,A,Normal,0
PCB_032012,LOT_20260333,SMD_Line_A,Mounter_02,FD_02,NZ_06,CHIP_1005,-0.02,5.82,0.123,124.3,98.96,-77.06,3.31,241.6,5.1,A,Normal,0
PCB_032013,LOT_20260333,SMD_Line_A,Mounter_01,FD_02,NZ_09,IC_QFP_48,-13.81,11.34,-0.813,129.47,101.26,-73.93,2.76,243.7,4.32,A,Normal,0
PCB_032014,LOT_20260333,SMD_Line_B,Mounter_03,FD_19,NZ_07,CHIP_1005,4.3,9.03,-0.066,104.35,114.15,-66.22,2.58,243.8,4.1,A,Normal,0
PCB_032015,LOT_20260333,SMD_Line_B,Mounter_04,FD_28,NZ_03,CHIP_0603,5.59,-9.04,-0.068,137.47,95.35,-66.91,3.35,246.6,4.85,F,Tombstone,1
PCB_032016,LOT_20260333,SMD_Line_A,Mounter_02,FD_08,NZ_08,CHIP_0603,-10.64,24.31,-0.042,117.78,89.97,-75.0,2.68,245.9,3.92,F,Tombstone,1
PCB_032017,LOT_20260333,SMD_Line_C,Mounter_02,FD_09,NZ_09,CHIP_1005,12.99,-4.84,-0.914,138.54,87.02,-72.77,4.08,242.0,3.87,B,Normal,0
PCB_032018,LOT_20260333,SMD_Line_B,Mounter_02,FD_02,NZ_05,CHIP_0603,-3.62,2.13,0.221,88.21,105.1,-69.47,2.99,248.0,3.62,A,Normal,0
PCB_032019,LOT_20260333,SMD_Line_C,Mounter_01,FD_07,NZ_08,CHIP_1005,-15.58,13.77,-0.068,116.09,81.8,-72.68,1.83,238.4,4.89,B,Normal,0
PCB_032020,LOT_20260333,SMD_Line_A,Mounter_02,FD_29,NZ_08,CHIP_0603,-17.47,2.65,0.182,129.34,106.81,-71.4,4.24,247.0,4.18,F,Tombstone,1
PCB_032021,LOT_20260333,SMD_Line_A,Mounter_04,FD_17,NZ_01,CHIP_0603,8.08,-4.18,0.651,144.63,97.33,-75.24,2.63,243.3,5.09,A,Normal,0
PCB_032022,LOT_20260333,SMD_Line_A,Mounter_04,FD_15,NZ_02,CHIP_0603,-7.69,-13.13,1.271,125.62,86.97,-66.79,2.71,252.0,3.82,B,Normal,0
PCB_032023,LOT_20260333,SMD_Line_A,Mounter_02,FD_04,NZ_12,IC_QFP_48,-2.05,-33.67,-0.124,135.16,99.27,-65.87,3.09,245.1,4.91,B,Normal,0
PCB_032024,LOT_20260333,SMD_Line_C,Mounter_01,FD_22,NZ_07,CHIP_1005,6.95,-7.47,0.573,125.49,91.82,-73.64,3.73,250.5,4.21,A,Normal,0
PCB_032025,LOT_20260333,SMD_Line_A,Mounter_01,FD_23,NZ_01,CHIP_0603,-22.5,-5.9,-0.149,117.85,101.97,-73.65,3.41,254.4,3.96,A,Normal,0
PCB_032026,LOT_20260333,SMD_Line_B,Mounter_01,FD_13,NZ_04,CHIP_0603,-8.54,6.23,1.11,154.95,102.01,-71.73,2.88,246.0,2.97,A,Normal,0
PCB_032027,LOT_20260333,SMD_Line_A,Mounter_03,FD_03,NZ_07,CHIP_1005,5.64,11.52,-0.213,116.74,118.16,-71.64,3.42,242.4,4.02,A,Normal,0
PCB_032028,LOT_20260333,SMD_Line_A,Mounter_01,FD_12,NZ_10,CHIP_1005,-1.8,-19.41,-0.152,152.28,101.95,-72.9,2.93,250.9,5.69,A,Normal,0
PCB_032029,LOT_20260333,SMD_Line_C,Mounter_01,FD_03,NZ_05,CHIP_1005,4.62,-13.11,0.808,118.03,115.6,-71.24,3.57,243.0,3.8,B,Normal,0
PCB_032030,LOT_20260333,SMD_Line_C,Mounter_02,FD_29,NZ_02,CHIP_0603,-7.33,-0.37,-0.32,152.43,89.31,-77.83,1.98,248.7,4.7,A,Normal,0
PCB_032031,LOT_20260333,SMD_Line_B,Mounter_03,FD_21,NZ_03,CHIP_1005,3.43,-25.8,0.857,144.6,101.28,-71.05,4.14,244.7,3.78,B,Normal,0
PCB_032032,LOT_20260333,SMD_Line_C,Mounter_02,FD_19,NZ_08,CHIP_0603,9.01,-0.55,-0.852,101.57,98.85,-69.33,3.0,243.9,4.2,A,Normal,0
PCB_032033,LOT_20260333,SMD_Line_B,Mounter_01,FD_09,NZ_01,CHIP_0603,-21.18,-14.09,-0.797,138.05,91.09,-72.53,2.25,241.3,4.21,B,Normal,0
PCB_032034,LOT_20260333,SMD_Line_B,Mounter_01,FD_16,NZ_12,BGA_256,18.98,4.51,-0.474,95.82,,-71.73,3.4,242.6,3.84,A,Normal,0
PCB_032035,LOT_20260333,SMD_Line_C,Mounter_02,FD_18,NZ_05,CHIP_1005,25.0,9.71,-0.242,129.41,105.84,-72.57,2.59,243.2,4.38,A,Normal,0
PCB_032036,LOT_20260333,SMD_Line_A,Mounter_03,FD_26,NZ_03,CHIP_1005,-11.33,7.53,0.247,134.7,111.45,-69.02,3.44,252.3,4.75,A,Normal,0
PCB_032037,LOT_20260333,SMD_Line_A,Mounter_03,FD_30,NZ_09,BGA_256,3.7,0.87,0.134,144.48,102.39,-73.94,3.54,241.2,4.8,A,Normal,0
PCB_032038,LOT_20260333,SMD_Line_B,Mounter_02,FD_29,NZ_06,CHIP_0603,-0.29,4.58,0.545,130.65,,-69.88,4.39,244.2,5.08,A,Normal,0
PCB_032039,LOT_20260333,SMD_Line_A,Mounter_01,FD_16,NZ_05,IC_QFP_48,11.9,13.61,-0.544,113.75,104.45,-70.59,3.66,240.2,4.14,A,Normal,0
PCB_032040,LOT_20260333,SMD_Line_A,Mounter_03,FD_12,NZ_03,IC_QFP_48,-1.18,4.35,-0.162,150.06,100.81,-77.14,3.43,242.6,4.17,A,Normal,0
PCB_032041,LOT_20260333,SMD_Line_A,Mounter_03,FD_07,NZ_04,CAP_3216,10.54,16.9,-1.001,152.81,80.26,-68.26,4.12,245.3,3.32,B,Normal,0
PCB_032042,LOT_20260333,SMD_Line_C,Mounter_04,FD_23,NZ_12,CHIP_1005,-15.17,12.27,0.18,121.17,114.78,-70.9,3.25,244.2,4.8,A,Normal,0
PCB_032043,LOT_20260333,SMD_Line_B,Mounter_02,FD_19,NZ_08,CAP_3216,-16.67,20.76,-0.018,162.16,106.79,-69.06,3.15,243.3,3.26,A,Normal,0
PCB_032044,LOT_20260333,SMD_Line_B,Mounter_03,FD_24,NZ_01,CHIP_1005,-17.78,-3.89,0.273,146.11,102.53,-72.53,2.73,239.8,4.66,A,Normal,0
PCB_032045,LOT_20260333,SMD_Line_C,Mounter_04,FD_12,NZ_07,CHIP_0603,1.4,-0.24,0.62,108.84,110.53,-68.71,2.49,244.1,4.68,A,Normal,0
PCB_032046,LOT_20260333,SMD_Line_B,Mounter_04,FD_11,NZ_01,IC_QFP_48,-21.3,6.87,-0.3,123.98,91.7,-65.81,2.37,249.5,4.1,A,Normal,0
PCB_032047,LOT_20260333,SMD_Line_B,Mounter_04,FD_12,NZ_01,CHIP_0603,-8.86,-10.14,-0.258,118.52,101.78,-68.2,3.11,248.9,3.67,A,Normal,0
PCB_032048,LOT_20260333,SMD_Line_C,Mounter_01,FD_30,NZ_04,CAP_3216,2.9,16.22,0.351,144.22,79.75,-67.47,3.52,245.3,4.69,F,Tombstone,1
PCB_032049,LOT_20260333,SMD_Line_C,Mounter_02,FD_19,NZ_02,CHIP_0603,-17.24,-15.01,-0.009,148.37,104.85,-69.09,2.67,246.6,4.47,A,Normal,0
PCB_032050,LOT_20260333,SMD_Line_B,Mounter_03,FD_21,NZ_01,IC_QFP_48,19.54,-2.51,0.057,122.05,93.22,-77.3,3.07,244.7,4.51,A,Normal,0
PCB_032051,LOT_20260333,SMD_Line_B,Mounter_04,FD_17,NZ_08,CHIP_0603,3.66,13.85,0.56,112.7,99.13,-76.18,3.53,245.0,4.01,F,Tombstone,1
PCB_032052,LOT_20260333,SMD_Line_B,Mounter_01,FD_15,NZ_10,CHIP_1005,3.79,15.01,0.074,156.23,108.93,-74.22,2.74,244.3,4.58,A,Normal,0
PCB_032053,LOT_20260333,SMD_Line_B,Mounter_01,FD_10,NZ_10,CHIP_0603,15.05,2.72,-0.724,138.87,108.84,-72.12,3.02,249.9,4.28,A,Normal,0
PCB_032054,LOT_20260333,SMD_Line_A,Mounter_02,FD_04,NZ_07,CHIP_1005,-17.61,13.15,-0.246,109.04,108.22,-73.02,2.81,247.7,4.47,A,Normal,0
PCB_032055,LOT_20260333,SMD_Line_B,Mounter_02,FD_30,NZ_09,CHIP_1005,21.38,-5.6,-0.372,134.99,118.55,-76.8,3.34,246.5,4.23,B,Normal,0
PCB_032056,LOT_20260333,SMD_Line_A,Mounter_01,FD_18,NZ_02,CHIP_0603,-17.09,-24.97,-1.054,139.9,84.09,-69.53,3.24,241.0,5.02,F,Tombstone,1
PCB_032057,LOT_20260333,SMD_Line_A,Mounter_01,FD_28,NZ_10,CHIP_0603,8.99,3.47,-0.458,151.42,90.27,-68.87,3.08,246.8,3.95,F,Tombstone,1
PCB_032058,LOT_20260333,SMD_Line_B,Mounter_04,FD_13,NZ_10,IC_QFP_48,-6.01,-10.21,-1.03,147.08,98.27,-72.52,2.83,244.2,5.06,A,Normal,0
PCB_032059,LOT_20260333,SMD_Line_C,Mounter_04,FD_30,NZ_06,IC_QFP_48,8.35,-1.61,-0.627,152.7,104.26,-77.47,3.54,243.5,3.89,A,Normal,0
PCB_032060,LOT_20260333,SMD_Line_A,Mounter_03,FD_05,NZ_03,CHIP_0603,24.62,0.22,-0.0,141.18,100.55,-76.48,3.41,245.8,3.49,A,Normal,0
PCB_032061,LOT_20260333,SMD_Line_A,Mounter_04,FD_20,NZ_05,CHIP_0603,-8.71,20.3,-0.186,109.59,86.73,,3.38,248.9,4.2,A,Normal,0
PCB_032062,LOT_20260333,SMD_Line_B,Mounter_04,FD_20,NZ_09,IC_QFP_48,3.16,16.43,-0.047,146.45,91.64,-68.5,4.09,246.6,4.31,A,Normal,0
PCB_032063,LOT_20260333,SMD_Line_B,Mounter_04,FD_04,NZ_03,CHIP_1005,13.08,6.38,-0.612,154.97,77.56,-79.25,3.28,246.1,3.79,F,Tombstone,1
PCB_032064,LOT_20260333,SMD_Line_A,Mounter_03,FD_30,NZ_09,CHIP_0603,0.46,8.37,-0.738,136.56,103.6,-75.81,3.34,249.7,4.91,A,Normal,0
PCB_032065,LOT_20260333,SMD_Line_A,Mounter_03,FD_16,NZ_08,CAP_3216,-16.87,-5.63,0.2,116.2,97.0,-60.97,2.94,250.3,5.12,B,Normal,0
PCB_032066,LOT_20260333,SMD_Line_B,Mounter_03,FD_21,NZ_10,CHIP_1005,3.88,-10.46,0.642,94.38,111.03,-66.4,2.62,241.7,3.84,F,Tombstone,1
PCB_032067,LOT_20260333,SMD_Line_C,Mounter_03,FD_25,NZ_11,IC_QFP_48,-9.6,-7.12,-0.51,157.81,116.24,-69.38,2.99,238.3,3.81,F,Tombstone,1
PCB_032068,LOT_20260333,SMD_Line_A,Mounter_04,FD_25,NZ_09,BGA_256,14.02,9.37,-0.103,152.28,108.69,-72.35,2.51,244.7,3.65,A,Normal,0
PCB_032069,LOT_20260333,SMD_Line_A,Mounter_02,FD_20,NZ_02,CAP_3216,-7.8,4.77,0.999,122.06,93.29,-77.63,4.02,246.8,5.27,A,Normal,0
PCB_032070,LOT_20260333,SMD_Line_B,Mounter_03,FD_27,NZ_04,BGA_256,31.03,1.57,-0.456,111.01,,-72.54,3.16,251.1,3.54,B,Normal,0
PCB_032071,LOT_20260333,SMD_Line_A,Mounter_03,FD_09,NZ_03,CHIP_1005,4.14,-8.99,-0.275,146.36,92.86,-72.34,2.74,243.5,4.18,A,Normal,0
PCB_032072,LOT_20260333,SMD_Line_A,Mounter_03,FD_24,NZ_06,CHIP_0603,13.29,-19.57,0.054,125.98,74.53,-79.29,3.84,240.0,3.37,B,Normal,0
PCB_032073,LOT_20260333,SMD_Line_B,Mounter_04,FD_29,NZ_08,CAP_3216,-2.24,-14.59,-0.654,130.75,120.21,-67.55,2.89,241.4,4.67,B,Normal,0
PCB_032074,LOT_20260333,SMD_Line_C,Mounter_01,FD_21,NZ_11,CAP_3216,24.34,-0.18,0.262,105.09,106.9,-76.03,2.73,241.2,4.37,A,Normal,0
PCB_032075,LOT_20260333,SMD_Line_A,Mounter_04,FD_24,NZ_07,CHIP_0603,2.94,-28.15,-0.004,106.17,97.2,-66.95,2.87,242.2,4.02,A,Normal,0
PCB_032076,LOT_20260333,SMD_Line_B,Mounter_03,FD_30,NZ_12,CAP_3216,25.66,-3.13,-0.728,116.48,70.3,-81.01,3.29,246.0,3.51,F,Tombstone,1
PCB_032077,LOT_20260333,SMD_Line_A,Mounter_04,FD_29,NZ_02,BGA_256,-3.24,17.99,0.345,141.68,106.38,-71.15,2.56,250.5,4.13,A,Normal,0
PCB_032078,LOT_20260333,SMD_Line_C,Mounter_02,FD_07,NZ_05,CHIP_1005,5.06,-3.02,0.82,143.51,104.09,-66.39,3.42,245.9,4.1,A,Normal,0
PCB_032079,LOT_20260333,SMD_Line_A,Mounter_04,FD_18,NZ_04,IC_QFP_48,-10.72,10.12,0.389,130.63,95.16,,2.72,242.2,4.88,A,Normal,0
PCB_032080,LOT_20260333,SMD_Line_B,Mounter_01,FD_10,NZ_12,CAP_3216,1.63,-7.08,-0.261,123.34,98.73,-74.8,3.48,240.8,3.98,A,Normal,0
PCB_032081,LOT_20260333,SMD_Line_C,Mounter_01,FD_15,NZ_01,CHIP_0603,-5.39,4.9,0.079,143.76,,,3.44,254.0,3.55,A,Normal,0
PCB_032082,LOT_20260333,SMD_Line_C,Mounter_03,FD_29,NZ_11,CHIP_1005,-15.32,-4.04,0.394,137.61,92.26,-72.39,3.02,243.2,4.65,A,Normal,0
PCB_032083,LOT_20260333,SMD_Line_B,Mounter_01,FD_24,NZ_05,CHIP_0603,28.34,1.47,0.009,116.38,98.02,-71.78,2.12,244.7,4.05,A,Normal,0
PCB_032084,LOT_20260333,SMD_Line_A,Mounter_03,FD_09,NZ_05,CHIP_0603,18.73,5.99,0.029,142.61,95.95,-77.42,3.22,249.4,3.64,A,Normal,0
PCB_032085,LOT_20260333,SMD_Line_B,Mounter_04,FD_18,NZ_05,BGA_256,-4.28,-2.78,0.342,137.17,92.65,-74.23,2.34,244.1,3.91,A,Normal,0
PCB_032086,LOT_20260333,SMD_Line_A,Mounter_04,FD_11,NZ_03,CHIP_0603,4.07,-0.2,-0.462,131.39,129.31,-73.24,3.54,247.9,4.38,B,Normal,0
PCB_032087,LOT_20260333,SMD_Line_B,Mounter_03,FD_12,NZ_01,CAP_3216,8.57,6.51,-0.094,139.23,,-68.32,3.41,238.8,4.37,A,Normal,0
PCB_032088,LOT_20260333,SMD_Line_B,Mounter_03,FD_02,NZ_10,CHIP_1005,2.47,18.81,-0.208,160.78,104.93,-68.8,3.51,245.4,5.56,A,Normal,0
PCB_032089,LOT_20260333,SMD_Line_C,Mounter_04,FD_26,NZ_07,IC_QFP_48,-13.17,-13.29,-0.131,144.65,94.4,-72.23,4.58,249.0,3.89,A,Normal,0
PCB_032090,LOT_20260333,SMD_Line_B,Mounter_02,FD_09,NZ_09,CHIP_1005,3.67,0.51,0.253,131.66,,-69.58,2.64,244.2,4.16,A,Normal,0
PCB_032091,LOT_20260333,SMD_Line_B,Mounter_01,FD_17,NZ_10,CHIP_0603,-0.72,-12.04,-0.009,129.72,94.27,-66.43,2.41,241.4,4.15,A,Normal,0
PCB_032092,LOT_20260333,SMD_Line_C,Mounter_01,FD_03,NZ_06,CHIP_1005,-0.97,8.28,-0.2,130.97,101.77,-71.41,3.67,242.2,3.43,A,Normal,0
PCB_032093,LOT_20260333,SMD_Line_C,Mounter_01,FD_14,NZ_11,CHIP_0603,-12.68,20.43,0.886,122.63,,-70.11,3.65,247.0,3.92,B,Normal,0
PCB_032094,LOT_20260333,SMD_Line_B,Mounter_01,FD_03,NZ_04,CHIP_1005,-16.65,8.27,0.099,136.55,108.65,-75.27,2.92,238.0,3.42,A,Normal,0
PCB_032095,LOT_20260333,SMD_Line_B,Mounter_04,FD_06,NZ_12,CHIP_0603,26.77,-0.33,-0.761,141.73,78.96,-76.02,3.18,249.4,4.27,B,Normal,0
PCB_032096,LOT_20260333,SMD_Line_B,Mounter_01,FD_11,NZ_05,CAP_3216,2.43,7.3,-0.037,119.58,106.03,-72.54,3.36,245.1,4.09,A,Normal,0
PCB_032097,LOT_20260333,SMD_Line_A,Mounter_04,FD_23,NZ_03,CHIP_0603,2.33,10.25,0.008,112.77,104.07,-74.96,3.34,252.5,4.3,A,Normal,0
PCB_032098,LOT_20260333,SMD_Line_A,Mounter_03,FD_03,NZ_04,CHIP_1005,-15.44,12.3,0.135,120.61,113.64,-73.29,3.53,253.6,4.04,A,Normal,0
PCB_032099,LOT_20260333,SMD_Line_B,Mounter_04,FD_15,NZ_10,CHIP_1005,-14.87,-1.34,-0.048,131.95,117.8,-70.57,3.32,238.2,4.48,A,Normal,0
PCB_032100,LOT_20260333,SMD_Line_A,Mounter_03,FD_08,NZ_03,CHIP_0603,20.69,3.12,-0.97,152.52,98.59,-73.66,2.88,246.8,4.26,B,Normal,0
PCB_032101,LOT_20260333,SMD_Line_B,Mounter_03,FD_02,NZ_12,CAP_3216,20.95,-3.4,-0.311,123.47,89.16,-70.55,4.45,237.5,3.29,A,Normal,0
PCB_032102,LOT_20260333,SMD_Line_B,Mounter_02,FD_11,NZ_10,CHIP_1005,-1.75,1.24,-0.134,129.13,107.43,,3.38,248.6,5.74,A,Normal,0
PCB_032103,LOT_20260333,SMD_Line_B,Mounter_02,FD_14,NZ_07,IC_QFP_48,-4.26,0.96,0.205,132.06,92.46,-78.31,3.46,240.0,4.25,A,Normal,0
PCB_032104,LOT_20260333,SMD_Line_A,Mounter_02,FD_03,NZ_04,CHIP_0603,15.63,-2.27,-0.269,132.68,109.42,-76.96,3.24,242.2,4.46,A,Normal,0
PCB_032105,LOT_20260333,SMD_Line_A,Mounter_02,FD_29,NZ_10,CHIP_0603,2.5,-13.71,-0.139,111.92,97.29,-74.57,2.52,253.6,3.89,F,Tombstone,1
PCB_032106,LOT_20260333,SMD_Line_A,Mounter_01,FD_10,NZ_06,CHIP_0603,-21.77,-7.65,0.777,118.29,83.29,-68.69,3.4,251.8,3.72,B,Normal,0
PCB_032107,LOT_20260333,SMD_Line_A,Mounter_02,FD_18,NZ_08,CHIP_0603,32.19,30.78,-0.455,129.02,114.48,-68.85,3.6,248.4,4.52,C,Normal,0
PCB_032108,LOT_20260333,SMD_Line_C,Mounter_01,FD_18,NZ_11,IC_QFP_48,-1.32,3.13,-0.395,121.95,95.18,-75.98,3.25,235.5,3.85,A,Normal,0
PCB_032109,LOT_20260333,SMD_Line_A,Mounter_01,FD_12,NZ_12,CHIP_0603,13.83,-16.89,-0.25,140.94,107.9,-74.8,3.19,239.2,5.39,A,Normal,0
PCB_032110,LOT_20260333,SMD_Line_A,Mounter_01,FD_27,NZ_08,CHIP_1005,-6.17,-4.95,0.19,90.49,110.82,-72.81,2.29,242.9,4.38,A,Normal,0
PCB_032111,LOT_20260333,SMD_Line_A,Mounter_03,FD_22,NZ_12,CHIP_0603,21.59,8.45,-0.381,99.6,100.58,-71.82,4.12,248.7,3.9,A,Normal,0
PCB_032112,LOT_20260333,SMD_Line_B,Mounter_03,FD_19,NZ_06,CHIP_0603,24.53,-20.17,0.141,130.27,78.28,-77.11,3.67,249.3,4.04,B,Normal,0
PCB_032113,LOT_20260333,SMD_Line_B,Mounter_01,FD_19,NZ_09,CHIP_0603,-0.35,-1.68,-0.822,108.27,105.35,-77.32,3.37,252.3,4.2,A,Normal,0
PCB_032114,LOT_20260333,SMD_Line_A,Mounter_02,FD_09,NZ_06,CHIP_1005,-20.68,6.1,0.777,121.93,85.17,-69.58,2.12,247.3,3.47,B,Normal,0
PCB_032115,LOT_20260333,SMD_Line_C,Mounter_01,FD_01,NZ_09,CHIP_0603,1.45,-9.15,0.42,144.42,102.94,-72.09,2.36,242.9,4.12,A,Normal,0
PCB_032116,LOT_20260333,SMD_Line_C,Mounter_03,FD_25,NZ_06,CHIP_0603,10.97,-13.0,0.453,126.29,100.89,-73.45,3.53,252.0,4.3,A,Normal,0
PCB_032117,LOT_20260333,SMD_Line_A,Mounter_02,FD_12,NZ_09,CHIP_1005,0.69,11.63,0.244,115.1,126.08,-70.83,2.95,237.3,4.37,B,Normal,0
PCB_032118,LOT_20260333,SMD_Line_B,Mounter_03,FD_27,NZ_08,CHIP_0603,-12.57,-7.56,-0.498,145.87,84.75,-71.52,3.84,241.7,4.14,F,Tombstone,1
PCB_032119,LOT_20260333,SMD_Line_B,Mounter_02,FD_02,NZ_07,CHIP_1005,21.5,-11.54,0.653,141.82,115.33,-72.07,3.57,243.4,4.27,B,Normal,0
PCB_032120,LOT_20260333,SMD_Line_A,Mounter_03,FD_02,NZ_08,CHIP_0603,2.79,0.99,-0.221,97.66,85.58,-77.62,3.09,244.3,4.54,A,Normal,0
PCB_032121,LOT_20260333,SMD_Line_C,Mounter_01,FD_05,NZ_04,IC_QFP_48,-1.71,-3.66,-0.323,107.98,107.5,-64.03,3.27,245.9,4.31,A,Normal,0
PCB_032122,LOT_20260333,SMD_Line_A,Mounter_04,FD_22,NZ_07,CHIP_0603,-7.98,9.54,-0.352,117.89,103.38,-77.8,2.21,244.2,4.02,A,Normal,0
PCB_032123,LOT_20260333,SMD_Line_B,Mounter_04,FD_24,NZ_02,CHIP_1005,-11.45,9.68,0.033,160.06,74.91,-74.28,3.38,253.1,4.73,B,Normal,0
PCB_032124,LOT_20260333,SMD_Line_B,Mounter_03,FD_01,NZ_03,CHIP_0603,2.85,3.62,-0.54,139.79,99.85,-68.59,3.4,246.2,4.81,A,Normal,0
PCB_032125,LOT_20260333,SMD_Line_B,Mounter_02,FD_12,NZ_03,CHIP_0603,0.73,-4.55,-0.081,135.67,114.77,-69.64,2.47,240.9,3.74,A,Normal,0
PCB_032126,LOT_20260333,SMD_Line_C,Mounter_03,FD_05,NZ_05,CHIP_0603,-12.62,4.54,0.317,113.58,106.75,-71.25,2.88,244.3,4.72,F,Tombstone,1
PCB_032127,LOT_20260333,SMD_Line_A,Mounter_04,FD_28,NZ_04,IC_QFP_48,-4.68,-9.05,-0.692,143.66,103.25,-67.92,4.42,242.5,3.44,A,Normal,0
PCB_032128,LOT_20260333,SMD_Line_A,Mounter_02,FD_26,NZ_01,CHIP_1005,5.67,-1.75,-0.76,119.5,105.53,-74.54,3.17,245.7,5.18,A,Normal,0
PCB_032129,LOT_20260333,SMD_Line_B,Mounter_03,FD_14,NZ_11,IC_QFP_48,-0.07,2.26,0.471,111.35,79.4,-68.55,2.88,248.5,4.94,A,Normal,0
PCB_032130,LOT_20260333,SMD_Line_A,Mounter_04,FD_08,NZ_07,IC_QFP_48,9.54,29.21,-0.073,148.44,97.88,-69.53,3.04,244.1,4.48,B,Normal,0
PCB_032131,LOT_20260333,SMD_Line_A,Mounter_03,FD_11,NZ_10,IC_QFP_48,0.57,-22.45,0.032,129.34,107.11,-73.01,2.61,243.9,4.41,A,Normal,0
PCB_032132,LOT_20260333,SMD_Line_B,Mounter_01,FD_18,NZ_02,BGA_256,-14.64,-0.64,-0.717,128.13,98.07,-69.06,2.08,246.0,4.93,A,Normal,0
PCB_032133,LOT_20260333,SMD_Line_A,Mounter_02,FD_10,NZ_08,CHIP_0603,17.07,22.97,-0.737,133.61,69.39,-73.85,2.79,248.2,4.29,F,Insufficient_Solder,1
PCB_032134,LOT_20260333,SMD_Line_A,Mounter_02,FD_09,NZ_04,CHIP_0603,19.38,-4.52,-0.454,113.22,105.02,-78.64,3.25,248.3,4.47,A,Normal,0
PCB_032135,LOT_20260333,SMD_Line_A,Mounter_01,FD_15,NZ_10,CHIP_0603,13.8,3.02,-0.93,122.46,117.34,-68.65,3.96,252.6,4.55,B,Normal,0
PCB_032136,LOT_20260333,SMD_Line_A,Mounter_04,FD_10,NZ_05,CHIP_0603,-18.98,-3.28,-0.159,118.39,100.61,-75.6,3.31,249.6,3.24,F,Tombstone,1
PCB_032137,LOT_20260333,SMD_Line_B,Mounter_03,FD_04,NZ_04,CHIP_0603,0.47,5.8,-0.032,132.1,94.09,-75.37,3.89,250.9,3.53,A,Normal,0
PCB_032138,LOT_20260333,SMD_Line_A,Mounter_04,FD_11,NZ_04,CHIP_0603,-9.17,-22.24,-0.041,120.29,73.52,-70.0,2.67,244.1,4.64,F,Tombstone,1
PCB_032139,LOT_20260333,SMD_Line_C,Mounter_02,FD_23,NZ_06,CHIP_1005,-0.56,-20.94,-0.61,130.34,100.9,-70.77,3.4,248.5,3.94,A,Normal,0
PCB_032140,LOT_20260333,SMD_Line_A,Mounter_04,FD_17,NZ_05,IC_QFP_48,5.33,7.6,0.183,146.12,111.12,-71.41,3.51,238.9,4.24,A,Normal,0
PCB_032141,LOT_20260333,SMD_Line_B,Mounter_02,FD_29,NZ_06,CHIP_0603,-7.18,12.92,0.852,125.41,99.37,-74.77,4.37,245.6,3.89,A,Normal,0
PCB_032142,LOT_20260333,SMD_Line_C,Mounter_02,FD_18,NZ_02,CHIP_1005,17.1,12.0,0.443,132.67,85.93,-72.81,2.86,247.1,4.07,A,Normal,0
PCB_032143,LOT_20260333,SMD_Line_A,Mounter_01,FD_17,NZ_01,BGA_256,-1.55,-10.18,-0.538,122.25,101.44,-71.86,3.13,241.2,3.59,A,Normal,0
PCB_032144,LOT_20260333,SMD_Line_B,Mounter_01,FD_24,NZ_11,IC_QFP_48,6.16,7.78,0.065,137.36,66.04,-71.9,3.95,245.9,4.07,F,Insufficient_Solder,1
PCB_032145,LOT_20260333,SMD_Line_C,Mounter_02,FD_01,NZ_12,CHIP_0603,6.88,28.71,-0.883,147.03,106.04,-70.01,2.95,242.7,3.72,F,Tombstone,1
PCB_032146,LOT_20260333,SMD_Line_A,Mounter_03,FD_25,NZ_12,CHIP_1005,7.54,7.92,0.355,119.1,105.61,-77.16,4.52,240.1,4.97,A,Normal,0
PCB_032147,LOT_20260333,SMD_Line_C,Mounter_03,FD_12,NZ_03,CHIP_1005,2.16,-6.43,0.252,136.87,99.82,-68.4,3.21,247.0,3.74,A,Normal,0
PCB_032148,LOT_20260333,SMD_Line_A,Mounter_01,FD_23,NZ_10,CHIP_0603,-2.18,-9.74,0.173,136.42,,-73.01,2.52,245.1,4.69,A,Normal,0
PCB_032149,LOT_20260333,SMD_Line_A,Mounter_03,FD_15,NZ_08,CHIP_1005,-10.6,-3.27,-0.073,120.03,108.63,-79.14,3.47,237.0,3.98,A,Normal,0
PCB_032150,LOT_20260333,SMD_Line_C,Mounter_01,FD_21,NZ_11,CHIP_0603,6.62,-3.34,1.106,108.24,88.36,-66.61,2.9,246.8,4.68,B,Normal,0
PCB_032151,LOT_20260333,SMD_Line_A,Mounter_02,FD_17,NZ_01,CHIP_0603,-9.72,0.4,-0.829,154.19,119.56,-74.83,2.74,242.2,4.51,F,Tombstone,1
PCB_032152,LOT_20260333,SMD_Line_B,Mounter_02,FD_20,NZ_08,CHIP_1005,-14.84,-14.81,-0.061,119.41,102.96,-76.12,2.47,244.7,3.79,A,Normal,0
PCB_032153,LOT_20260333,SMD_Line_C,Mounter_02,FD_29,NZ_02,CHIP_0603,0.32,-4.45,-0.033,129.2,100.05,-66.64,3.03,242.2,4.01,A,Normal,0
